Column1;#N/A Requesting Data...;#N/A Requesting Data..._1;#N/A Requesting Data..._2;#N/A Requesting Data..._3;#N/A Requesting Data..._4;#N/A Requesting Data..._5;#N/A Requesting Data..._6;#N/A Requesting Data..._7;#N/A Requesting Data..._8;#N/A Requesting Data..._9;#N/A Requesting Data..._10;#N/A Requesting Data..._11;#N/A Requesting Data..._12;#N/A Requesting Data..._13;#N/A Requesting Data..._14;Colonne1
;CUR_MKT_CAP;CURR_ENTP_VAL;NET_INCOME_FIRM;SALES_REV_TURN;NET_REV;GROSS_PROFIT;EBIT;EBITDA;NET_DEBT;CURRENT_EV_TO_T12M_EBIT;CURRENT_EV_TO_T12M_EBITDA;PX_TO_SALES_RATIO;TRAIL_12M_NET_SALES;CURRENT_EV_TO_12M_SALES;PE_RATIO;Datetime of data import
MO UN Equity;93465991263;116965,9913;5257,601161;21111;#N/A N/A;13992;11560;11876;23500;10,11816533;9,848938301;4,446368823;21111;5,540523484;11,04161897;
MOS UN Equity;14797896599;18247,5966;#N/A N/A;8681,7;#N/A N/A;1064,9;412,9;1342,2;4177,7;10,17372692;7,016147569;1,381628912;10973,8;1,662832984;11,59064589;
MPC UN Equity;44168416112;67388,41611;#N/A N/A;69779;#N/A N/A;3;-11312;-7279;32680;24,96792001;11,04909266;0,450812353;102619;0,656685566;56,39987234;
MPWR UW Equity;18572252490;17835,99449;#N/A N/A;844,452;#N/A N/A;465,954;158,882;182,535;-592,014;79,65583168;69,69744551;16,65209309;1104,337;16,150862;87,87277838;
MRK UN Equity;2,05814E+11;222307,9119;7736,450802;47994;#N/A N/A;32509;7905;11876;25391;30,90614652;21,22068651;4,199961211;49150;4,52305009;13,80768;
MRNA UW Equity;68654768407;60331,76841;#N/A N/A;803,395;#N/A N/A;795,462;-763,144;-714,954;-4370,013;7,926956987;7,762041092;5,757253667;11830,745;5,099574744;10,38430844;
MRO UN Equity;15158113385;18769,11338;#N/A N/A;3122;#N/A N/A;51;-1019;1372;4799;147,7882944;8,539178064;3,262956415;4709;3,985796004;31,09557908;
MS UN Equity;1,81701E+11;265557,88;#N/A N/A;61121;59755;#N/A N/A;21034;22793;75001;13,50202766;10,61509693;2,995070997;61121;4,344789516;12,46761671;
MSCI UN Equity;44201332310;46941,30531;861,0164336;2043,544;#N/A N/A;1684,86;1072,725;1182,218;2739,973;43,40485162;39,70613314;21,64546459;2043,544;22,9705381;57,11366699;
MSFT UW Equity;2,33138E+12;2286359,522;63292,62761;168088;#N/A N/A;115856;69916;83729;-48056;28,98697452;24,37509485;12,64771412;184903;12,36518348;35,64035754;
MSI UN Equity;39174083367;43675,08337;1138,138842;7414;#N/A N/A;3608;1383;1917;4449;25,84674997;19,55892672;4,836441784;8124;5,376056544;31,01937614;
MTB UN Equity;21796591958;#N/A N/A;#N/A N/A;6105,778;5991,772;#N/A N/A;#N/A N/A;#N/A N/A;-39677,466;#N/A N/A;#N/A N/A;3,570167051;6105,778;#N/A N/A;12,09849746;
MTCH UW Equity;31903714662;35237,30166;293,5595218;2391,269;#N/A N/A;1755,436;745,715;815,974;2886,174;42,33502213;39,60417703;10,80046516;2828,614;12,45744441;57,78971361;
MTD UN Equity;33850514405;35359,94941;633,8249256;3085,177;#N/A N/A;1801,031;773,527;906,795;1339,283;36,6481692;33,04106162;9,486124414;3618,676;9,771515716;45,72270244;
MU UW Equity;92124062840;88330,06284;6060,503377;27705;#N/A N/A;10423;6283;12605;-3063;10,97540542;6,068292308;3,113219033;29619;2,982209488;11,4757725;
NCLH UN Equity;8683845966;19856,71497;#N/A N/A;1279,908;#N/A N/A;-413,153;-3484,135;-2726,726;8708,751;#N/A N/A;#N/A N/A;44,55359971;170,128;116,7163252;#N/A N/A;
NDAQ UW Equity;29967855516;35592,85552;1283,72425;3420;#N/A N/A;#N/A N/A;1441;1719;5615;24,40596607;20,70555876;8,692739135;3420;10,40726769;26,87748417;
NEE UN Equity;1,53282E+11;215937,1498;4703,8;17069;#N/A N/A;12542;2913;7125;54188;73,62850139;30,30696839;8,997872868;17069;12,65083776;31,83005828;
NEM UN Equity;48779117546;50802,11755;3068,011136;11497;#N/A N/A;6483;2806;5127;980;17,85035754;9,874075325;4,010891029;12213;4,159675554;18,98063651;
NFLX UW Equity;1,89634E+11;201723,1675;5786,950157;29697,844;#N/A N/A;12365,161;6194,509;6792,726;12088,766;32,16836902;29,69693868;6,373869033;29697,844;6,792518929;39,7251488;
NI UN Equity;11459122533;22835,72253;#N/A N/A;4681,7;#N/A N/A;3572,4;550,8;1297;9660,7;24,27782536;13,55798999;2,428850571;4702;4,856597731;21,33717883;
NKE UN Equity;2,34142E+11;231762,3911;5981,495121;44538;#N/A N/A;19962;6937;8270;-663;32,32841276;29,29992302;5,053473784;46306;5,005018595;38,61853959;
NLOK UW Equity;15134137478;17553,13748;668,9357798;2551;#N/A N/A;2189;896;1063;2742;15,65945225;13,8650375;5,649468575;2689;6,527756593;20,30985628;
NLSN UN Equity;6769371556;12491,37156;29,09459459;6290;#N/A N/A;3530;466;1453;8169;14,35186726;7,5567886;1,578627605;4278;2,9199092;14,80895244;
NOC UN Equity;57742105387;68579,10539;7440,755203;35667;#N/A N/A;7268;5651;6890;10837;12,01758596;9,953426036;1,662690656;35667;1,922760686;16,91060921;
NOW UN Equity;1,1657E+11;115480,22;255,8634538;5896;#N/A N/A;4543;257;729;-1090;422,5543324;158,4090809;19,68120869;5895;19,58619742;478,09099;
NRG UN Equity;9776407334;18314,40733;778,738502;9093;#N/A N/A;2553;1105;1747;5134;4,814512969;3,92675972;0,444944334;21970;0,833609801;15,56069971;
NSC UN Equity;65321877252;78322,87725;3505,575039;11142;#N/A N/A;#N/A N/A;4447;5628;13001;17,54547689;13,91664486;6,033254745;11142;7,029516896;22,95707555;
NTAP UW Equity;19229247374;17588,24737;786,1538462;5744;#N/A N/A;3815;1031;1293;-1844;14,00338167;11,66329401;3,185554182;6049;2,907628926;22,61899869;
NTRS UW Equity;24221607850;#N/A N/A;#N/A N/A;6488,3;6464,5;#N/A N/A;#N/A N/A;#N/A N/A;-66120,6;#N/A N/A;#N/A N/A;3,740504618;6488,3;#N/A N/A;16,3590462;
NUE UN Equity;28980005824;32634,35882;#N/A N/A;36483,939;#N/A N/A;11025,414;9256,644;10121,207;3066,948;3,524252295;3,224354449;0,809158052;36483,939;0,894485621;4,234439158;
NVDA UW Equity;6,1215E+11;604679;4512,786573;16675;#N/A N/A;10396;4532;5775;-3843;70,49183959;61,09720117;25,10862238;24274;24,91056274;73,81614505;
NVR UN Equity;18553359473;17444,29347;935,4174626;7536,923;#N/A N/A;1599,522;1109,975;1163,671;-1188,216;10,93358912;10,60729028;2,139757597;9064,699;1,924420598;17,23690474;
NWL UW Equity;9873534000;14953,534;#N/A N/A;9385;#N/A N/A;3079;-634;-97;5227;14,57459454;10,65825659;0,941891674;10473;1,427817626;13,41653343;
NWS UW Equity;13180936809;15506,93681;#N/A N/A;9358;#N/A N/A;4527;425;1277;1336;26,55297399;12,25844807;1,349530608;9743;1,591597743;23,75005182;
NWSA UW Equity;13180936809;15506,93681;#N/A N/A;9358;#N/A N/A;4527;425;1277;1336;26,55297399;12,25844807;1,349530608;9743;1,591597743;23,75005182;
NXPI UW Equity;54633326675;62617,32667;2223,717431;11063;#N/A N/A;6067;2583;3845;7742;24,17540724;16,28539055;5,017699734;11063;5,660067493;25,71503061;
O UN Equity;39273072278;48189,45328;#N/A N/A;1651,625;#N/A N/A;#N/A N/A;649,537;1326,575;8113,847;60,81608985;31,45470235;14,26111096;1817,037;26,52089819;46,09084675;
ODFL UW Equity;34725323162;34260,60616;674,7581882;4015,129;#N/A N/A;1228,598;906,882;1184,149;-525,473;26,90455191;22,36873692;7,128044405;4919,359;6,964445197;37,31232064;
OGN UN Equity;8090781425;16668,78143;2164,835821;8096;#N/A N/A;4749;2709;2915;21;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;
OKE UN Equity;27059439138;41104,55114;1157,311362;8542,242;#N/A N/A;1967,23;1361,357;1957,181;13814,948;16,55602391;13,24250533;1,977424988;13690,395;3,002437193;18,99372102;
OMC UN Equity;16018410218;18612,91022;1107,126871;13171,1;#N/A N/A;#N/A N/A;1598,8;2124,1;1719,3;8,498657695;7,749567082;1,142489261;14190,5;1,311645835;11,89951551;
ORCL UN Equity;2,16733E+11;272769,4785;#N/A N/A;40479;#N/A N/A;32624;15213;18770;40455;24,74772986;19,45296523;5,497051137;41400;6,588634747;19,5263216;
ORLY UW Equity;43913869593;49356,61559;1876,878769;11604,493;#N/A N/A;6085,692;2419,336;3065,337;5699,046;17,78258563;14,35117834;3,549392328;12864,843;3,83655017;22,58316008;
OTIS UN Equity;36288012680;42973,01268;#N/A N/A;14298;#N/A N/A;4193;2108;2311;6044;20,23811803;18,59498601;2,554214299;14298;3,005526135;28,63297417;
OXY UN Equity;35183063554;75491,06355;#N/A N/A;17809;#N/A N/A;622;-14346;-5690;35333;98,55230229;8,269368338;1,584774714;22203;3,400038894;112,8919096;
PAYC UN Equity;20126657111;19925,32111;143,4676588;841,434;#N/A N/A;717,888;186,123;250,796;-92,92;90,08319217;70,22337585;19,54624011;991,485;20,09644232;114,2730515;
PAYX UW Equity;42482743142;42363,64314;1124,895412;4056,8;#N/A N/A;2785,6;1460,7;1658,1;-105,9;24,83797089;22,37083125;9,796491633;4332,3;9,77855715;33,65174337;
PBCT UW Equity;8293089600;#N/A N/A;#N/A N/A;1994,9;1892,7;#N/A N/A;#N/A N/A;#N/A N/A;-8638,7;#N/A N/A;#N/A N/A;4,09675778;1994,9;#N/A N/A;13,11107146;
PCAR UW Equity;32295427000;27482,427;1427,229724;23522,3;#N/A N/A;3291,9;2290,5;3193,8;-4813;11,99558062;8,60493049;1,374862976;23522,3;1,168356283;17,52046966;
PEAK UN Equity;19066984528;25263,76153;#N/A N/A;1644,875;#N/A N/A;#N/A N/A;153,897;882,009;6433,648;83,85587145;25,75128485;10,33029383;1844,676;13,69550074;#N/A N/A;
PEG UN Equity;33641804098;51806,8041;2401,740548;9603;#N/A N/A;6547;2270;3793;16986;#N/A N/A;389,5248428;3,697741441;9068;5,713145578;17,82788621;
PENN UW Equity;7731552149;16625,95215;#N/A N/A;3578,7;#N/A N/A;1710,7;-410,2;-11,4;9303,7;17,44407948;12,50635787;1,325472878;5359,9;3,101914616;16,23504349;
PEP UW Equity;2,39918E+11;274442,9387;8012,424744;70372;#N/A N/A;38575;10080;13167;36292;24,01916144;19,45575916;3,130387844;76681;3,579021383;27,99128261;
PFE UN Equity;2,95742E+11;306199,941;10972,80672;41908;#N/A N/A;33216;8166;13336;29050;17,96315505;13,91438431;4,250005752;69337;4,416111759;15,42895321;
PFG UW Equity;19365971971;20976,37197;1531,184854;14741,7;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1745,5;9,410242686;#N/A N/A;1,424744568;13936,7;1,505117565;11,4346347;
PG UN Equity;3,84609E+11;408718,1925;14715,00959;76118;#N/A N/A;39010;17986;20966;22550;23,33399135;20,12993462;5,039739816;78346;5,21683548;28,10775456;
PGR UN Equity;63500904000;68622,404;3524,8921;47676,5;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5498,6;15,49528158;#N/A N/A;1,333259698;47676,5;1,439333928;29,93205475;
PH UN Equity;39840920580;45903,49258;1940,486513;14347,64;#N/A N/A;3897,96;2370,658;3014,219;5946,741;18,11362439;14,68128604;2,68773977;14879,909;3,084931002;21,95405376;
PHM UN Equity;13340352794;14405,38779;1410,296091;13926,882;#N/A N/A;2778,152;1746,52;1834,401;673,283;6,394740781;6,159409959;0,977536278;13926,883;1,034358355;7,304995656;
PKG UN Equity;14308459083;15882,15908;529,1262842;7730,3;#N/A N/A;1873;1241,4;1658,9;1615;12,79374825;10,68067188;1,834433456;7730,3;2,054533341;16,06236553;
PKI UN Equity;21727887057;26529,08106;767,8215161;3782,745;#N/A N/A;2109,877;978,581;1282,065;1815,191;17,3111183;14,47785736;3,837113626;5057,45;5,2455449;15,68217443;
PLD UN Equity;1,16007E+11;137481,0523;#N/A N/A;4759,44;#N/A N/A;#N/A N/A;1617,409;3195,351;17158,937;85,00079589;43,02533658;24,36162791;4759,44;28,88597236;75,89484839;
PM UN Equity;1,6012E+11;186652,7269;8626,010773;28694;#N/A N/A;19125;11668;12886;24963;14,43228384;13,40510822;5,211103704;30745;6,070994532;16,99729704;
PNC UN Equity;86515800000;#N/A N/A;#N/A N/A;19698;19211;#N/A N/A;#N/A N/A;#N/A N/A;-51470;#N/A N/A;#N/A N/A;4,451802993;19698;#N/A N/A;14,75917556;
PNR UN Equity;10540962550;11149,46255;#N/A N/A;3764,8;#N/A N/A;1319,2;636,9;568;844,7;17,50582909;16,28609779;2,805051437;3764,8;2,961501952;19,00675553;
PNW UN Equity;7853318269;15596,28227;751,9171341;3586,982;#N/A N/A;2593,563;788,152;1561,781;6859,419;19,8390394;9,733277251;2,097248635;3745,939;4,163517417;14,01471023;
POOL UW Equity;19091896189;19595,04119;#N/A N/A;3936,623;#N/A N/A;1130,902;464,027;556,566;589,711;25,14622017;24,22793024;3,749797377;5099,287;3,842702164;33,66088347;
PPG UN Equity;37082013239;42783,01324;1535,066667;16802;#N/A N/A;6516;1736;2297;5701;24,36684454;18,62560437;2,209164192;16802;2,546304799;24,93546582;
PPL UN Equity;22281247971;28653,24797;2215,052258;7607;#N/A N/A;6341;2803;4192;24175;15,74354284;9,509873207;3,664269985;6227;4,601453023;29,25189877;
PRU UN Equity;42173460000;56735,46;#N/A N/A;57033;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18347;5,153552548;#N/A N/A;0,62711013;69586;0,815328658;12,22487053;
PSA UN Equity;62869870397;71719,7574;#N/A N/A;2915,068;#N/A N/A;#N/A N/A;1411,15;1964,407;2287,432;44,50585267;31,72018799;19,33536309;3240,044;22,13542699;43,25288513;
PSX UN Equity;37152458804;51623,4588;1849,249425;111476;#N/A N/A;7359;-1036;569;14601;#N/A N/A;#N/A N/A;0,334729062;111476;0,463090341;13,73435038;
PTC UW Equity;13703787443;15053,70844;#N/A N/A;1807,159;#N/A N/A;1436,057;380,748;498,844;1321,738;42,69501837;32,32983436;7,414131928;1835,83;8,199946859;24,70722116;
PVH UN Equity;6648575101;9696,375101;#N/A N/A;7132,6;#N/A N/A;3776,8;-1067,1;-264,8;3768,7;11,27354389;8,224934347;0,769930744;8814,8;1,100010789;12,21786168;
PWR UN Equity;14637526042;16139,28004;481,2031986;11202,672;#N/A N/A;1660,847;600,068;1018,7;1268,394;23,33292421;14,38538512;1,203812561;11968,86;1,348439203;26,04965137;
PXD UN Equity;53438425812;60121,42581;#N/A N/A;7068;#N/A N/A;863;-65;1725;2624;33,03375045;14,8778584;3,702707903;12878;4,668537491;22,87208325;
PYPL UW Equity;2,02017E+11;197425,4938;4375,389536;21454;#N/A N/A;#N/A N/A;3289;4638;-3358;47,28754342;35,38091286;8,21073869;24569;8,035552679;50,17473977;
QCOM UW Equity;1,97744E+11;201629,3302;9535,022289;33566;#N/A N/A;19304;9789;11574;3885;20,59754114;17,42088563;5,92307775;33566;6,006951387;23,41040963;
QRVO UW Equity;15131444603;15724,3696;801,9382808;4015,307;#N/A N/A;1883,566;906,627;1380,113;418,002;12,56207961;9,577547503;3,418024124;4533,163;3,468741275;13,26960791;
RCL UN Equity;19825197995;38018,948;#N/A N/A;2208,805;#N/A N/A;1889,842;-4601,557;-3231,028;16311,122;#N/A N/A;#N/A N/A;33,55455674;584,025;65,09815161;#N/A N/A;
RE UN Equity;11157181968;11999,68897;546,0559093;9598,114;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1274,033;9,783014427;#N/A N/A;0,980685967;11507,285;1,042790629;16,13921927;
REG UW Equity;12296428828;15974,53583;#N/A N/A;1016,175;#N/A N/A;#N/A N/A;137,427;501,377;3767,401;39,81460641;22,34522711;10,82043871;1127,697;14,16562767;39,92236977;
REGN UW Equity;65449605325;56729,30532;3565,661967;8497,1;#N/A N/A;7377,2;3576,6;3812,5;-4026,9;7,590118586;7,322272388;4,738710344;13542,9;4,1888595;10,48537534;
RF UN Equity;21868303372;#N/A N/A;#N/A N/A;6605;6438;#N/A N/A;#N/A N/A;#N/A N/A;-27004;#N/A N/A;#N/A N/A;3,319273458;6605;#N/A N/A;9,10826026;
RHI UN Equity;12609258905;11990,25791;#N/A N/A;6461,444;#N/A N/A;2696,028;803,583;858,034;-619,001;14,78327825;13,97410581;1,935515554;6461,444;1,85566228;21,17009386;
RJF UN Equity;21978304342;18153,30434;#N/A N/A;9910;9760;#N/A N/A;1941;2185;-3883;10,05767391;8,30814844;2,084049875;10468;1,831816785;13,76597428;
RL UN Equity;8159712381;8585,612381;#N/A N/A;4400,8;#N/A N/A;2861,4;-43,6;525,7;453,8;13,9105839;10,0687374;1,459793758;5600,2;1,533090315;14,01309174;
RMD UN Equity;33429148178;34071,53318;487,3865095;3196,825;#N/A N/A;1839,1;903,678;1095,936;498,437;34,92055667;30,09081876;9,671884205;3443,759;9,893704286;43,51556369;
ROK UN Equity;33606242983;37838,94298;1441,425108;6997,4;#N/A N/A;2897,7;1217,7;1517,3;3715;30,33424963;26,05808345;4,615195664;7289,4;5,190954397;26,95524315;
ROL UN Equity;15179701932;15477,16093;#N/A N/A;2424,3;#N/A N/A;1261,683;439,989;534,194;297,459;34,53477007;28,9729217;6,261228637;2424,3;6,38417726;46,36072155;
ROP UN Equity;46113778884;54090,37888;1121,608815;5527,1;#N/A N/A;3543;1431,1;2020,4;9542,5;33,74953446;24,12164595;7,555030518;6084,3;8,890156449;42,18473254;
ROST UW Equity;34537981596;34966,4976;156,1185255;12531,565;#N/A N/A;2692,991;189,71;1223,294;913,506;15,584128;13,4387496;1,898308284;18145,266;1,927031414;21,77060134;
RSG UN Equity;40480321530;49977,82153;1268,932528;10153,6;#N/A N/A;4053,1;1709,1;2911,9;9136,1;24,89927338;15,40813341;3,732676023;10916,4;4,578232891;31,25295397;
RTX UN Equity;1,34994E+11;161935,3846;4975,273575;64388;#N/A N/A;12491;4958;9515;25310;32,32431602;17,01895791;2,102662121;64388;2,514993237;20,53664477;
SBAC UW Equity;35401805473;49327,51547;#N/A N/A;2083,138;#N/A N/A;1606,61;633,694;1616,283;13117,636;65,75082139;33,76589498;15,88157163;2249,477;21,92843735;105,2900288;
SBNY UW Equity;19060495303;#N/A N/A;#N/A N/A;2311,273;2001,416;#N/A N/A;#N/A N/A;#N/A N/A;-26006,538;#N/A N/A;#N/A N/A;7,63428983;2311,272;#N/A N/A;20,26813073;
SBUX UW Equity;1,13512E+11;130506,2697;4567,666208;29060,6;#N/A N/A;8391;4872,1;7975,4;16987,2;25,084335;16,36360179;3,992506117;29060,6;4,490831907;30,4372066;
SCHW UN Equity;1,65806E+11;126605,6156;#N/A N/A;18996;18520;#N/A N/A;8189;9353;-39200;16,36351569;13,53636433;8,711827807;18996;6,664856581;28,20388125;
SEDG UW Equity;12511199816;12033,54882;144,8917717;1459,271;#N/A N/A;461,359;142,561;187,136;-514,072;66,65752025;55,2291532;7,046727487;1770,057;6,798396219;88,31559059;
SEE UN Equity;10062804422;13554,30442;645,6097732;4903,2;#N/A N/A;1609,3;788,1;993,4;3300,2;16,4994576;13,12130147;1,938766912;5343,2;2,536739112;21,5044906;
SHW UN Equity;75121832116;86451,53212;2141,912532;19944,6;#N/A N/A;8542,7;2558,9;3131,5;11329,7;33,00328172;27,60706758;3,770624791;19944,6;4,334583402;38,29227084;
SIVB UW Equity;34303231049;#N/A N/A;#N/A N/A;6027;5917;#N/A N/A;#N/A N/A;#N/A N/A;-11540;#N/A N/A;#N/A N/A;5,39598967;6026,926;#N/A N/A;17,5185697;
SJM UN Equity;15233700905;19846,30091;1008,728304;8002,7;#N/A N/A;3138,7;1386,8;1881;4575,6;16,31962906;11,58096569;1,946827867;7904,9;2,51063276;13,07237452;
SLB UN Equity;54830122433;66982,12243;2318,738837;22929;#N/A N/A;3658;2765;6085;11870;23,97967357;11,00774403;2,386174792;22929;2,92128407;29,48774918;
SNA UN Equity;11148658960;11697,45896;668,7737069;3942,2;#N/A N/A;1997,1;880,5;1001,8;590,6;10,54965635;9,674517377;2,460687004;4574,3;2,557212898;14,1668305;
SNPS UW Equity;47642603328;46732,38733;760,6756571;4204,193;#N/A N/A;3342,416;734,79;1097,012;-914,022;62,65505714;42,59970477;11,27811805;4204,193;11,11566175;73,82872686;
SO UN Equity;73645775165;130965,7752;4750,293764;20375;#N/A N/A;15310;4885;9099;49976;27,5253836;14,76336097;3,279304774;22463;5,830288704;20,03065213;
SPG UN Equity;48372740794;75117,22679;#N/A N/A;4607,503;#N/A N/A;#N/A N/A;1971,809;3357,458;26227,24;32,53670033;20,64703773;9,741678106;4922,08;15,2612771;25,82786412;
SPGI UN Equity;1,00068E+11;102142,02;2449,685874;7442;#N/A N/A;5350;3617;3961;637;25,70257172;23,79823392;12,37569796;8076;12,6476003;32,07021503;
SRE UN Equity;43530195406;69666,19541;4833,228341;11370;#N/A N/A;8982;2522;4280;23680;76,22122036;25,66919506;3,441211685;12184;5,717842696;17,11492427;
STE UN Equity;22445161649;25715,11065;425,91147;3107,519;#N/A N/A;1343,1;548,368;798,692;1582,456;60,91967982;30,79690852;5,28689457;3847,862;6,682960732;34,97858869;
STT UN Equity;34551956849;#N/A N/A;#N/A N/A;12030;12027;#N/A N/A;#N/A N/A;#N/A N/A;-97823;#N/A N/A;#N/A N/A;2,768334686;12030;#N/A N/A;12,22602861;
STX UW Equity;23454957024;27780,95702;1528,451039;10681;#N/A N/A;2917;1492;1904;3984;13,4924512;11,19748369;2,028638548;11975;2,319912904;13,7516383;
STZ UN Equity;45098508701;55377,8087;2306,177773;8614,9;#N/A N/A;4466;2791,1;3189,6;10521,6;25,01821039;21,76800656;5,249895855;8671,2;6,386406576;28,10756134;
SWK UN Equity;28473750301;33803,7503;1449,610071;15617,2;#N/A N/A;5194,2;1472,1;2204,8;3400,3;14,96933412;11,2935154;1,647827241;16829,5;2,008600986;16,44753978;
SWKS UW Equity;24232540310;25618,44031;1510,858466;5109,1;#N/A N/A;2512,4;1612,7;2083,3;1385,9;15,83120578;12,2970481;4,737394526;5109,1;5,014276548;15,87504398;
SYF UN Equity;22436412000;29340,412;#N/A N/A;15752;10192;#N/A N/A;11063;7490;6170;5,331712157;#N/A N/A;1,523213895;15752;1,862646775;5,81036837;
SYK UN Equity;93574371582;103027,3716;1856,771238;17108;#N/A N/A;10968;2584;3574;9453;39,70915093;28,82690867;5,464980983;17108;6,022175098;31,79367234;
SYY UN Equity;40064093205;49955,35321;1313,252344;51297,843;#N/A N/A;9356,749;1437,242;2306,661;8813,124;30,28799506;20,87381209;0,714350516;55977,01;0,892426252;41,22561755;
T UN Equity;1,82096E+11;378405,5;25568,1205;168864;#N/A N/A;89057;23347;46209;178787;15,51326876;8,188999978;1,082411366;168864;2,240889118;7,693909139;
TAP UN Equity;10449916829;17442,31683;#N/A N/A;9654;#N/A N/A;3768,3;-408,9;584,5;7611,7;2603,33087;21,32312571;1,039220161;9954,8;1,752151407;13,12381848;
TDG UN Equity;34043820307;49459,82031;#N/A N/A;4798;#N/A N/A;2513;1691;1973;15410;29,14132374;25,06833264;7,383235038;4799;10,30842441;57,11479077;
TDY UN Equity;19661890822;23286,59082;415,4193102;4614,3;#N/A N/A;1841,4;624,3;937,5;3624,7;36,97270196;24,83903021;4,008077233;4614,3;5,046613966;34,83806065;
TECH UW Equity;14791139732;14940,95173;153,5531748;931,032;#N/A N/A;632,85;237,296;357,543;189;56,85769635;39,78757805;14,2752363;1029,575;14,51176625;60,17465913;
TEL UN Equity;46560512927;49689,51293;2314,103448;14923;#N/A N/A;4887;2434;3323;3341;18,6943239;14,45302877;3,09139604;15219;3,264965696;20,89651389;
TER UW Equity;19141599646;17825,89265;805,1924241;3702,881;#N/A N/A;2206,656;1208,72;1334,205;-1315,707;14,71036521;13,36068494;5,231210126;3702,882;4,814060362;21,30533123;
TFC UN Equity;83413526760;#N/A N/A;#N/A N/A;23064;22296;#N/A N/A;#N/A N/A;#N/A N/A;16882;#N/A N/A;#N/A N/A;3,642036476;23064;#N/A N/A;11,69006473;
TFX UN Equity;14530835041;16214,36104;397,7415408;2537,156;#N/A N/A;1324,874;423,068;681,02;2211,251;28,54093324;20,16558575;5,252072351;2758,828;5,877264201;22,99862356;
TGT UN Equity;1,05613E+11;115359,2852;5137,479986;93561;#N/A N/A;27384;6539;9341;6598;13,27953094;10,23051483;1,054416436;103348;1,116221748;16,90731844;
TJX UN Equity;85851458016;91881,23102;#N/A N/A;32136,962;#N/A N/A;7603,147;582,23;3273,384;4284,172;21,08084239;17,60720234;1,902152379;45638,824;2,01322521;30,63008133;
TMO UN Equity;2,2906E+11;238740,153;6862,941176;32218;#N/A N/A;16004;7794;10343;12220;22,60582833;18,26347559;5,872187881;39059;6,112295578;25,9577746;
TMUS UW Equity;1,3511E+11;238489,1202;5186,130312;68397;#N/A N/A;40131;6636;25225;96862;31,62566241;9,306166162;1,690528996;79674;2,993311748;24,79907025;
TPR UN Equity;10441663833;12165,96383;#N/A N/A;5746,3;#N/A N/A;4081,9;968;1515,2;1432,7;11,46866877;7,580039771;1,744073698;6055;2,009242582;11,82367513;
TRMB UW Equity;18112765350;19049,96535;466,6355949;3147,7;#N/A N/A;1754,9;419,8;655,4;1452,5;34,31807845;25,7780316;5,090022471;3562,8;5,346908429;33,70768843;
TROW UW Equity;35395356000;35110,856;#N/A N/A;7671,9;7671,9;#N/A N/A;3710;3914,8;-1523,1;9,450451476;8,96874834;4,560783432;7671,9;4,576552875;11,68099032;
TRV UN Equity;40082616000;46611,616;3941,291162;34816;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6529;9,714801167;#N/A N/A;1,185867924;34816;1,338798713;11,90202528;
TSCO UW Equity;24846936058;27888,20006;1017,84164;12731,105;#N/A N/A;4477,153;1306,698;1576,856;3041,264;19,84848772;17,68595234;1,967735267;12731,105;2,190556127;25,24529165;
TSLA UW Equity;9,40715E+11;931235,9722;5849,115718;53823;#N/A N/A;13606;6523;9434;-10873;141,0537014;98,71061821;17,22942152;53823;17,30182212;191,8843226;
TSN UN Equity;33000457267;40495,45727;3371,097996;47049;#N/A N/A;6526;4396;5793;7364;9,189895261;6,990412095;0,628091662;47049;0,86070814;10,97703981;
TT UN Equity;41118204812;43801,10481;1613,575708;14136,4;#N/A N/A;4469,6;2023,3;2322,7;2682,9;21,49232398;18,85783993;2,933217219;14136,4;3,098462467;28,48411309;
TTWO UW Equity;18833067045;16774,93405;594,2786366;3372,772;#N/A N/A;1837,687;629,384;899,497;-2540,31;26,9477285;19,00919929;5,589699265;3371,864;4,9749735;63,44855626;
TWTR UN Equity;29993366186;28031,79719;#N/A N/A;3716,349;#N/A N/A;2349,961;26,658;713,595;-2988,102;#N/A N/A;233,9297103;6,2210919;4799,303;5,840805881;84,2589955;
TXN UW Equity;1,65849E+11;163850,76;7929,275367;18344;#N/A N/A;12376;8960;9914;-1998;18,26681292;16,52721001;9,031535741;18344;8,932117314;21,78715417;
TXT UN Equity;15002140269;16265,14027;852,1030928;12382;#N/A N/A;1557;1134;1524;1263;14,1778873;10,67266422;1,235687621;12382;1,313611716;20,56493366;
TYL UN Equity;19414584680;20606,44468;#N/A N/A;1116,663;#N/A N/A;542,512;172,926;261,107;-653,627;114,0247826;66,13001935;13,37287857;1442,035;14,28983671;113,9836337;
UA UN Equity;8197738460;8477,57846;#N/A N/A;4474,667;#N/A N/A;2160,095;-613,438;-301,054;488,17;#N/A Field Not Applicable;#N/A Field Not Applicable;#N/A Field Not Applicable;5558,027;#N/A Field Not Applicable;#N/A Field Not Applicable;
